Ontology-ID	Ontology-term	Ontology-name	Ontology-type	elite_term_in	number_changed.G1_2-VS-S1_2.down-GO_z-score_elite	number_measured.G1_2-VS-S1_2.down-GO_z-score_elite	 z_score.G1_2-VS-S1_2.down-GO_z-score_elite	permuteP.G1_2-VS-S1_2.down-GO_z-score_elite	number_changed.G1_2-VS-S1_2.up-GO_z-score_elite	number_measured.G1_2-VS-S1_2.up-GO_z-score_elite	 z_score.G1_2-VS-S1_2.up-GO_z-score_elite	permuteP.G1_2-VS-S1_2.up-GO_z-score_elite	number_changed.G3-VS-S3.down-GO_z-score_elite	number_measured.G3-VS-S3.down-GO_z-score_elite	 z_score.G3-VS-S3.down-GO_z-score_elite	permuteP.G3-VS-S3.down-GO_z-score_elite	number_changed.G3-VS-S3.up-GO_z-score_elite	number_measured.G3-VS-S3.up-GO_z-score_elite	 z_score.G3-VS-S3.up-GO_z-score_elite	permuteP.G3-VS-S3.up-GO_z-score_elite	number_changed.G4-VS-S4.down-GO_z-score_elite	number_measured.G4-VS-S4.down-GO_z-score_elite	 z_score.G4-VS-S4.down-GO_z-score_elite	permuteP.G4-VS-S4.down-GO_z-score_elite	number_changed.G4-VS-S4.up-GO_z-score_elite	number_measured.G4-VS-S4.up-GO_z-score_elite	 z_score.G4-VS-S4.up-GO_z-score_elite	permuteP.G4-VS-S4.up-GO_z-score_elite	number_changed.G5-VS-S5.down-GO_z-score_elite	number_measured.G5-VS-S5.down-GO_z-score_elite	 z_score.G5-VS-S5.down-GO_z-score_elite	permuteP.G5-VS-S5.down-GO_z-score_elite	number_changed.G5-VS-S5.up-GO_z-score_elite	number_measured.G5-VS-S5.up-GO_z-score_elite	 z_score.G5-VS-S5.up-GO_z-score_elite	permuteP.G5-VS-S5.up-GO_z-score_elite	number_changed.Gadult-VS-Sadult.down-GO_z-score_elite	number_measured.Gadult-VS-Sadult.down-GO_z-score_elite	 z_score.Gadult-VS-Sadult.down-GO_z-score_elite	permuteP.Gadult-VS-Sadult.down-GO_z-score_elite	number_changed.Gadult-VS-Sadult.up-GO_z-score_elite	number_measured.Gadult-VS-Sadult.up-GO_z-score_elite	 z_score.Gadult-VS-Sadult.up-GO_z-score_elite	permuteP.Gadult-VS-Sadult.up-GO_z-score_elite	number_changed.Gegg-VS-Segg.down-GO_z-score_elite	number_measured.Gegg-VS-Segg.down-GO_z-score_elite	 z_score.Gegg-VS-Segg.down-GO_z-score_elite	permuteP.Gegg-VS-Segg.down-GO_z-score_elite	number_changed.Gegg-VS-Segg.up-GO_z-score_elite	number_measured.Gegg-VS-Segg.up-GO_z-score_elite	 z_score.Gegg-VS-Segg.up-GO_z-score_elite	permuteP.Gegg-VS-Segg.up-GO_z-score_elite
Major intrinsic protein:IPR000425	Major intrinsic protein:IPR000425	DOMAIN	GeneSet	G5-VS-S5.up-DOMAIN_z-score_elite|Gadult-VS-Sadult.up-DOMAIN_z-score_elite	0	10	-0.812907606319	0.627	0	10	-0.350208640471	1.0	1	10	4.66979597101	0.0675	0	10	-0.293708222686	1.0	0	10	-0.267926390456	1.0	1	10	2.38291388178	0.1235	0	10	-0.582160944118	1.0	3	10	4.65679671383	0.005	0	10	-0.674103749931	1.0	4	10	3.93754947465	0.0045	0	10	-0.169090095072	1.0	0	10	-0.146384344011	1.0
Alpha/beta hydrolase fold-1:IPR000073	Alpha/beta hydrolase fold-1:IPR000073	DOMAIN	GeneSet	G5-VS-S5.down-DOMAIN_z-score_elite	6	29	3.28647112832	0.009	0	29	-0.600466485499	1.0	0	29	-0.355332049317	1.0	0	29	-0.503591070743	1.0	0	29	-0.459385633185	1.0	0	29	-0.635261678901	1.0	2	29	1.11489873006	0.2765	0	29	-1.02038684106	0.603	3	29	1.61186986282	0.202	3	29	0.603021415817	0.597	0	29	-0.289921273742	1.0	0	29	-0.25099007398	1.0
Tetraspanin, subgroup:IPR000301	Tetraspanin, subgroup:IPR000301	DOMAIN	GeneSet	G5-VS-S5.down-DOMAIN_z-score_elite|Gadult-VS-Sadult.down-DOMAIN_z-score_elite	4	12	3.92985580566	0.0065	0	12	-0.383908271174	1.0	0	12	-0.227181559738	1.0	0	12	-0.321970970931	1.0	0	12	-0.293708222686	1.0	0	12	-0.406154579447	1.0	1	12	0.994267060544	0.358	1	12	0.94686342163	0.392	3	12	3.5373690486	0.0285	1	12	0.118910446712	0.576	0	12	-0.185361177796	1.0	0	12	-0.160470513693	1.0
RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504	DOMAIN	GeneSet	G5-VS-S5.down-DOMAIN_z-score_elite	16	129	3.09179025914	0.0155	1	129	-0.468268336926	0.564	0	129	-0.778086712179	0.623	1	129	-0.0968812181976	0.621	0	129	-1.00593756638	0.687	0	129	-1.39106132435	0.256	6	129	0.934851600252	0.456	3	129	-0.705823916521	0.648	3	129	-1.16849841972	0.3205	7	129	-0.912478434406	0.459	0	129	-0.634853768777	1.0	0	129	-0.54960435409	1.0
Lipocalin/cytosolic fatty-acid binding protein:IPR000566	Lipocalin/cytosolic fatty-acid binding protein:IPR000566	DOMAIN	GeneSet	G5-VS-S5.down-DOMAIN_z-score_elite	4	9	4.78992480653	0.002	0	9	-0.332118664559	1.0	0	9	-0.196534541967	1.0	1	9	3.36307356387	0.0675	0	9	-0.254086692089	1.0	0	9	-0.351363923778	1.0	0	9	-0.552089506012	1.0	2	9	3.12497673269	0.031	1	9	1.00492030235	0.398	2	9	1.6955388819	0.121	1	9	6.12915391508	0.077	0	9	-0.138822882211	1.0
Histone H2B:IPR000558	Histone H2B:IPR000558	DOMAIN	GeneSet	G4-VS-S4.up-DOMAIN_z-score_elite|Gadult-VS-Sadult.up-DOMAIN_z-score_elite	2	16	1.06007418564	0.29	1	16	1.86060461248	0.1955	0	16	-0.262702226682	1.0	1	16	2.36573446126	0.1035	0	16	-0.339630576458	1.0	0	16	-0.469658331956	1.0	3	16	3.50933303995	0.0245	0	16	-0.754387046535	0.6375	0	16	-0.854511736568	0.628	9	16	7.48212777474	0.0	0	16	-0.214343075219	1.0	0	16	-0.185560664838	1.0
Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172	DOMAIN	GeneSet	G4-VS-S4.down-DOMAIN_z-score_elite|G5-VS-S5.up-DOMAIN_z-score_elite|Gadult-VS-Sadult.up-DOMAIN_z-score_elite	1	27	-0.536078961417	0.5725	0	27	-0.57897239737	1.0	1	27	2.64361657145	0.1725	0	27	-0.485564701051	1.0	2	27	4.18989967575	0.0495	4	27	6.13119074281	0.0	0	27	-0.962440895284	0.624	4	27	3.30383097775	0.023	0	27	-1.11444270378	0.413	6	27	2.95578152041	0.009	0	27	-0.27954335331	1.0	0	27	-0.242005721148	1.0
Cysteine-rich flanking region, C-terminal domain:IPR000483	Cysteine-rich flanking region, C-terminal domain:IPR000483	DOMAIN	GeneSet	Gadult-VS-Sadult.up-DOMAIN_z-score_elite	1	18	-0.107559561455	0.742	0	18	-0.471200485694	1.0	0	18	-0.278837600873	1.0	1	18	2.18812640129	0.131	0	18	-0.360490949462	1.0	0	18	-0.498505110393	1.0	0	18	-0.783288839623	0.6555	1	18	0.507865395303	0.51	0	18	-0.906996509134	0.632	6	18	4.21328951018	0.0005	0	18	-0.227508192879	1.0	0	18	-0.196957944565	1.0
Protease inhibitor I4, serpin:IPR000215	Protease inhibitor I4, serpin:IPR000215	DOMAIN	GeneSet	G4-VS-S4.down-DOMAIN_z-score_elite	1	23	-0.364582816237	0.815	2	23	3.32031288253	0.042	0	23	-0.315761565722	1.0	0	23	-0.447510167706	1.0	2	23	4.60409664039	0.031	5	23	8.55560769395	0.0	0	23	-0.887012761685	0.6325	0	23	-0.906754533385	0.6295	0	23	-1.02710192934	0.615	4	23	1.83409457922	0.0665	1	23	3.69650309483	0.198	1	23	4.34118560997	0.152

